X,Y,Z
-374.3800000000012,219.6867117344502,634.0
-374.3800000000012,158.42463854688174,634.0
-374.38000000000096,158.42463854688174,634.0
-374.38000000000073,158.42463854688174,634.0
-374.38000000000073,75.2029934010134,634.0
-374.38000000000045,75.2029934010134,634.0
-374.38000000000045,-16.707633610712023,634.0
-374.38000000000017,-16.707633610712023,634.0
-374.38000000000017,-108.52424574583449,634.0
-374.38,-108.52424574583449,634.0
-374.38,-138.15680873777126,634.0
-374.38,-138.16,634.0
-374.38,-138.16,620.1203568249522
-374.38,-138.16,614.4
-374.38,-138.16,617.7256145007683
-374.38,-138.16,634.0
-374.2707733333358,-138.16,634.0
-374.2707733333358,-138.08835269924762,634.0
-374.2707733333358,-138.08835269924762,634.0000000000008
-336.14980471776107,-138.08835269924762,634.0000000000008
-336.14980471776107,-129.37578667322717,634.0000000000008
-336.14980471776107,-129.37578667322717,634.0
-238.44018584672648,-129.37578667322717,634.0
-238.44018584672648,-110.18447060808126,634.0
-238.44018584672648,-110.18447060808126,633.9999999999984
-138.4401858467263,-110.18447060808126,633.9999999999984
-138.4401858467263,-90.74889640195522,633.9999999999984
-138.4401858467263,-90.74889640195522,633.9999999999968
-38.440185846726244,-90.74889640195522,633.9999999999968
-38.440185846726244,-90.74889640195522,633.9999999999953
-38.440185846726244,-71.31332219582922,633.9999999999953
60.68512273132719,-71.31332219582922,633.9999999999953
60.68512273132719,-52.20971509699229,633.9999999999953
60.68512273132719,-52.20971509699229,633.9999999999937
60.68512273132719,-52.20971509699229,633.9999999999931
60.68512273132719,-44.10750694477043,633.9999999999931
109.11573885248411,-44.10750694477043,633.9999999999931
109.90933249031788,-44.10750694477043,633.9999999999931
109.90933249031788,-44.03558741149063,633.9999999999931
109.90933249031788,-44.03558741149063,614.4717694318136
109.90933249031484,-44.03558741149063,614.4717694318136
109.90933249031484,-44.03558741148203,614.4717694318136
109.90933249031484,-44.03558741148203,521.7154489033315
109.90933249031153,-44.03558741148203,521.7154489033315
109.90933249031153,-44.03558741147307,521.7154489033315
109.90933249031153,-44.03558741147307,425.04563170980884
109.90933249031008,-44.03558741147307,425.04563170980884
109.90933249031008,-44.03558741147043,425.04563170980884
109.90933249031008,-44.03558741147043,396.584410312496
109.90933249030957,-44.03558741147043,396.584410312496
109.90933249030957,-44.03558741147043,385.8073879047949
109.90933249030957,-44.03558741146828,385.8073879047949
109.90933249030957,-42.12244407229173,385.8073879047949
113.89646556618104,-42.12244407229173,385.8073879047949
113.89646556618104,-42.12244407229173,373.3844103124951
115.07335277843704,-42.12244407229173,373.3844103124951
