X,Y,Z
-372.1090008623818,-137.7183008202191,634.0
-344.178450036069,-137.7183008202191,634.0
-344.178450036069,-132.28593354783692,634.0
-314.1784488439762,-132.28593354783692,634.0
-314.1784488439762,-126.45106743077416,634.0
-284.17844765188335,-126.45106743077416,634.0
-284.17844765188335,-120.61620131371143,634.0
-240.57460885380019,-120.61620131371143,634.0
-240.57460885380019,-112.13544959814615,634.0
-166.53398558136647,-112.13544959814615,634.0
-166.53398558136647,-97.73487936975569,634.0
-86.53398438927366,-97.73487936975569,634.0
-86.53398438927366,-82.17523677734958,634.0
-6.533983197180353,-82.17523677734958,634.0
-6.533983197180353,-66.61559418494338,634.0
73.01402824345965,-66.61559418494338,634.0
73.01402824345965,-51.14386157857776,634.0
73.01402824345965,-44.02262183330386,634.0
109.62792761343191,-44.02262183330386,634.0
109.85966710749014,-44.02262183330386,634.0
109.85966710749014,-43.97754953769933,634.0
109.85966710749014,-43.97754953769933,610.7414654596671
109.85966710749014,-43.97754953769933,539.2929556289265
109.85966710749014,-43.97754953769933,502.4351036378753
109.85966710749014,-43.97754953769933,495.7984317750153
109.85966710749014,-43.97754953769933,489.7984319091257
109.85966710749014,-43.97754953769933,482.6244572588773
109.85966710749014,-43.97754953769933,466.6244576165052
109.85966710749014,-43.97754953769933,458.62445779531913
109.85966710749014,-43.97754953769933,449.1304829370629
109.85966710749014,-43.97754953769933,439.13048278805127
109.85966710749014,-43.97754953769933,429.13048263903966
109.85966710749014,-43.97754953769933,419.13048249002804
109.85966710749014,-43.97754953769933,409.13048234101643
109.85966710749014,-43.97754953769933,399.1304821920048
109.85966710749014,-43.977549537699346,399.1304821920048
109.85966710749014,-43.977549537699346,396.1629788892719
109.85966710749014,-43.977549537699346,386.52774486734285
109.85966710749014,-43.977549537699346,376.55344460741753
109.85966710749014,-43.977549537699346,375.0226583680366
109.85966710749014,-43.977549537699346,374.73612504110775
109.85966710749014,-43.977549537699346,374.36744485746
109.85966710749014,-43.977549537699346,373.71319009448337
110.49015304751725,-43.977549537699346,373.71319009448337
110.49015304751725,-43.88270063065825,373.71319009448337
110.49015304751725,-43.88270063065825,373.28297888927193
111.87383608290817,-43.88270063065825,373.28297888927193
111.87383608290817,-43.51128426462437,373.28297888927193
111.87383608290817,-42.93416054339854,373.28297888927193
113.17991641032762,-42.93416054339854,373.28297888927193
114.27332843988104,-42.93416054339854,373.28297888927193
114.27332843988104,-42.01580998674733,373.28297888927193
115.49910203230813,-42.01580998674733,373.28297888927193
115.49910203230813,-39.4679705123943,373.28297888927193
115.49910203230813,-38.04049701341017,373.28297888927193
115.53427334123535,-38.04049701341017,373.28297888927193
115.20730792062659,-38.04049701341017,373.28297888927193
115.20730792062659,-36.64765006259583,373.28297888927193
114.62883904810377,-36.64765006259583,373.28297888927193
114.62883904810377,-34.89925625847813,373.28297888927193
113.87443976410668,-34.89925625847813,373.28297888927193
