X,Y,Z
-374.0029178201963,-275.8415864015255,634.9923215257992
-374.0029178201963,-276.0000000000001,634.9923215257992
-374.0029178201963,-276.0000000000001,635.0000000000001
-374.380004055916,-276.0000000000001,635.0000000000001
-374.380004055916,-138.160004522728,635.0000000000001
-374.38,-138.160004522728,635.0000000000001
-374.38,-138.16,635.0000000000001
-374.38,-138.16,623.3619678377258
-374.38,-138.16,614.4
-374.38,-138.16,614.72
-374.38,-138.16,633.7611352019009
-374.38,-138.16,634.0
-374.38,-236.18431499112668,634.0
-374.38,-236.18431499112668,634.6111961571592
-373.99999999999994,-236.18431499112668,634.6111961571592
-373.99999999999994,-275.41712466073346,634.6111961571592
-373.99999999999994,-275.41712466073346,634.0
-374.0001310887986,-275.41712466073346,634.0
-374.0001310887986,-265.70592606393797,634.0
-374.02397180427954,-265.70592606393797,634.0
-374.06187641724756,-265.70592606393797,634.0
-374.06187641724756,-247.328369993255,634.0
-374.06187641724756,-173.41630015155573,634.0
-374.2480731346103,-173.41630015155573,634.0
-374.2480731346103,-138.32951783913973,634.0
-374.3775678550765,-138.32951783913973,634.0
-374.3775678550765,-138.16,634.0
-374.3775678550765,-138.16,623.0013773204372
-374.38,-138.16,623.0013773204372
-374.38,-138.16,614.4
-374.38,-138.16,629.277265943952
-374.38,-138.16,634.0
-368.62000000000006,-138.16,634.0
-294.4401857993641,-138.16,634.0
-294.4401857993641,-132.6356732922121,634.0
-194.4401858467242,-132.6356732922121,634.0
-194.4401858467242,-110.27635927218536,634.0
-194.4401858467242,-86.22625971712525,634.0
-94.4401858467246,-86.22625971712525,634.0
5.559814153274956,-86.22625971712525,634.0
5.559814153274956,-38.12606060700506,634.0
105.55981415327454,-38.12606060700506,634.0
105.55981415327454,-14.156458441584839,634.0
105.55981415327454,-0.7188697826435764,634.0
188.05925466814716,-0.7188697826435764,634.0
188.05925466814716,-0.33914594408398535,634.0
198.67731205140996,-0.33914594408398535,634.0
198.67731205140996,-0.33914594408398535,632.8530102145611
198.67731205140996,-0.33914594408398535,573.6961553237443
198.67731205140996,-0.33914594408398535,473.722929686079
198.67731205140996,-0.33914594408398535,391.1307718074242
198.67731205140996,-0.33914594408398535,382.628884522728
198.67731205140996,-0.33914594408398535,337.68535579570914
198.67731205140996,-0.3507553513346376,337.68535579570914
198.67731205140996,-2.906353540413572,337.68535579570914
198.67731205140996,-2.906353540413572,336.698004522728
