X,Y,Z
96.46850594408399,4.261995477272003,628.8283637171353
96.46850594408399,4.261995477272003,619.2023384216116
96.46850594408399,4.261995477272003,612.2963133865725
96.46850594408399,4.261995477272003,606.9902883157707
96.46850594408399,4.261995477272003,602.9902884051777
96.46850594408399,4.261995477272003,598.9902884945847
96.46850594408399,4.261995477272003,594.9902885839916
96.46850594408399,4.261995477272003,590.9902886733986
96.46850594408399,4.261995477272003,586.9902887628056
96.46850594408399,4.261995477272003,582.9902888522125
96.46850594408399,4.261995477272003,581.3453054197132
96.46850594408399,4.261995477272003,578.8392802863266
96.46850594408399,4.261995477272003,577.3316863175762
96.46850594408399,4.261995477272003,576.331686339928
96.46850594408399,4.261995477272003,575.3316863622797
96.46850594408399,4.261995477272003,574.3316863846314
96.46850594408399,4.261995477272003,573.3316864069832
96.46850594408399,4.261995477272003,572.3316864293349
96.46850594408399,4.261995477272003,571.3316864516867
96.46850594408399,4.261995477272003,569.3316864963901
96.46850594408399,4.261995477272003,568.3316865187419
96.46850594408399,4.261995477272003,567.3316865410936
96.46850594408399,4.261995477272003,566.3316865634454
96.46850594408399,4.261995477272003,565.3316865857971
96.46850594408399,4.261995477272003,564.3316866081489
96.46850594408399,4.261995477272003,563.3316866305006
96.46850594408399,4.261995477272003,562.3316866528523
96.46850594408399,4.261995477272003,561.3316866752041
96.46850594408399,4.261995477272003,560.3316866975558
96.46850594408399,4.261995477272003,559.3316867199076
96.46850594408399,4.261995477272003,558.9883493874062
96.46850594408399,4.261995477272003,558.9310493886869
96.46850594408399,4.261995477272003,558.8737493899677
96.46850594408399,4.261995477272003,558.8697455978947
96.46850594408399,4.261995477272003,558.8668733901214
96.46850594408399,4.261995477272003,558.7508073392682
96.46850594408399,4.261995477272003,558.4657135000307
96.46850594408399,4.261995477272003,558.1219135077152
96.46850594408399,4.261995477272003,557.6663258231906
96.46850594408399,4.220097825243825,557.6663258231906
96.46850594408399,4.220097825243825,557.0246720514099
96.45009299236067,4.220097825243825,557.0246720514099
96.02272736934053,4.220097825243825,557.0246720514099
96.02272736934053,4.043707245473808,557.0246720514099
