X,Y,Z
-372.1084266666668,-137.71837855944335,634.0
-310.3284602120382,-137.71837855944335,634.0
-310.3284602120382,-125.70760286364055,634.0
-310.3284602120382,-106.28810934669792,634.0
-210.4401858467243,-106.28810934669792,634.0
-110.44018584672386,-106.28810934669792,634.0
-110.44018584672386,-86.84689500964646,634.0
-10.44018584672346,-86.84689500964646,634.0
-10.44018584672346,-67.405680672595,634.0
83.79688791890791,-67.405680672595,634.0
83.79688791890791,-49.08484917685338,634.0
83.79688791890791,-49.08484917685338,633.9924148622412
109.90988566806126,-49.08484917685338,633.9924148622412
109.90988566806126,-44.008165314611084,633.9924148622412
109.90988566806126,-44.008165314611084,599.796519462466
109.90988566806126,-44.008165314611084,508.19583269649064
109.90988566806126,-44.008165314611084,396.5555724218869
109.90988566806126,-44.008165314611084,385.77852985709643
109.90988566806126,-44.008165314611084,373.37536274672493
114.222574588263,-44.008165314611084,373.37536274672493
114.222574588263,-42.15574736350607,373.37536274672493
114.222574588263,-42.15574736350607,373.3555724218869
114.99403577675108,-42.15574736350607,373.3555724218869
114.99403577675108,-35.833871730999945,373.3555724218869
113.34873892056957,-35.833871730999945,373.3555724218869
113.34873892056957,-31.794855690368298,373.3555724218869
110.85122722178194,-31.794855690368298,373.3555724218869
110.85122722178194,-25.466169368762998,373.3555724218869
108.82072087688752,-25.466169368762998,373.3555724218869
108.82072087688752,-18.97256630375821,373.3555724218869
107.26797965876521,-18.97256630375821,373.3555724218869
107.26797965876521,-12.34845643963004,373.3555724218869
106.18433535583621,-12.34845643963004,373.3555724218869
106.18433535583621,-5.489146497668971,373.3555724218869
105.60340652176392,-5.489146497668971,373.3555724218869
105.60340652176392,1.6488330993358424,373.3555724218869
105.57072166349455,1.6488330993358424,373.3555724218869
105.57072166349455,8.810338718795562,373.3555724218869
106.08647268130387,8.810338718795562,373.3555724218869
106.08647268130387,15.953323523843142,373.3555724218869
106.08647268130387,23.035849417547606,373.3555724218869
107.14763148304736,23.035849417547606,373.3555724218869
108.7479677627812,23.035849417547606,373.3555724218869
108.7479677627812,30.016333271069474,373.3555724218869
108.7479677627812,36.8537910677176,373.3555724218869
110.87808558031328,36.8537910677176,373.3555724218869
113.52070650001293,36.8537910677176,373.3555724218869
113.52070650001293,47.93181805476059,373.3555724218869
115.24030476199765,47.93181805476059,373.3555724218869
115.24030476199765,54.183452003756685,373.3555724218869
115.24030476199765,54.183452003756685,373.83787967583595
115.24030476199765,55.31983468538891,373.83787967583595
109.90988566806126,55.31983468538891,373.83787967583595
112.37094012140098,55.31983468538891,373.83787967583595
112.37094012140098,57.780889138728625,373.83787967583595
112.37094012140098,57.780889138728625,377.3555724218869
144.82965540848042,57.780889138728625,377.3555724218869
144.82965540848042,90.23960442580808,377.3555724218869
149.31788566806125,90.23960442580808,377.3555724218869
149.31788566806125,90.23960442580808,375.04411945829315
149.31788566806125,94.72783468538891,375.04411945829315
149.8723441520549,94.72783468538891,375.04411945829315
149.8723441520549,92.4324576100428,375.04411945829315
149.8723441520549,92.4324576100428,373.3555724218869
155.48976099252698,92.4324576100428,373.3555724218869
155.48976099252698,89.08634181384276,373.3555724218869
160.31665260765314,89.08634181384276,373.3555724218869
160.31665260765314,90.7474872524381,373.3555724218869
166.32981617287027,90.7474872524381,373.3555724218869
166.32981617287027,93.2311393863317,373.3555724218869
173.13107701504916,93.2311393863317,373.3555724218869
173.13107701504916,95.4741467412366,373.3555724218869
173.13107701504916,97.18981267530756,373.3555724218869
180.08411386524494,97.18981267530756,373.3555724218869
187.14810385439858,97.18981267530756,373.3555724218869
187.14810385439858,98.36806412158334,373.3555724218869
194.28157268220406,98.36806412158334,373.3555724218869
194.28157268220406,99.00198329643264,373.3555724218869
201.4426381222083,99.00198329643264,373.3555724218869
201.4426381222083,99.08784831544344,373.3555724218869
208.58925592193856,99.08784831544344,373.3555724218869
208.58925592193856,98.62515504545729,373.3555724218869
215.6794666543215,98.62515504545729,373.3555724218869
215.6794666543215,97.61662006445046,373.3555724218869
222.67164207107257,97.61662006445046,373.3555724218869
222.67164207107257,96.06816471188344,373.3555724218869
229.52472951165996,96.06816471188344,373.3555724218869
229.52472951165996,93.9888803231632,373.3555724218869
236.19849293286015,93.9888803231632,373.3555724218869
236.19849293286015,91.39097485233434,373.3555724218869
240.69235771424218,91.39097485233434,373.3555724218869
240.69235771424218,90.79407091978963,373.3555724218869
247.1528928646453,90.79407091978963,373.3555724218869
247.1528928646453,94.72783468538891,373.3555724218869
